reference,student,label
Terminals 1 and 6 are separated by the gap,they are seperated by a gap,correct
Terminals 1 and 6 are separated by the gap,terminal 1 is not connected to terminal 6.,correct
Terminals 1 and 6 are separated by the gap,terminal one is seperated from terminal six,incorrect
Terminals 1 and 6 are separated by the gap,terminal one is connected to the positve battery terminal,incorrect
Terminals 1 and 6 are separated by the gap,terminal one is not connected to terminal six,correct
Terminals 1 and 6 are separated by the gap,terminal 1 is not connected to terminal 6,correct
Terminals 1 and 6 are separated by the gap,The terminal 1 is seperated from terminal 6,correct
Terminals 1 and 6 are separated by the gap,Terminal 6 is connected to the positive battery terminal,incorrect
Terminals 1 and 6 are separated by the gap,there is a gap between the positive battery terminal and terminal 1 and terminal 6.,incorrect
Terminals 1 and 6 are separated by the gap,Because terminal 1 is not connected to terminal 6.,correct
Terminals 1 and 6 are separated by the gap,because there is a gap in the connection between terminal 1 and terminal 6,correct
Terminals 1 and 6 are separated by the gap,terminal is connected to terminal 6,incorrect
Terminals 1 and 6 are separated by the gap,terminal 1 is connected to terminal 6,incorrect
Terminals 1 and 6 are separated by the gap,terminal 6 is connected to terminal 1,incorrect
Terminals 1 and 6 are separated by the gap,terminal 6 has  gap,incorrect
Terminals 1 and 6 are separated by the gap,l,incorrect
Terminals 1 and 6 are separated by the gap,difference in electrial state,incorrect
Terminals 1 and 6 are separated by the gap,terminal 6 is connected to postive terminal of battery,incorrect
Terminals 1 and 6 are separated by the gap,there is a gap,incorrect
Terminals 1 and 6 are separated by the gap,the terminals are separated by a gap,correct
Terminals 1 and 6 are separated by the gap,because there is a gap,incorrect
Terminals 1 and 6 are separated by the gap,connected to positive terminal,incorrect
Terminals 1 and 6 are separated by the gap,positve battery terminal,incorrect
Terminals 1 and 6 are separated by the gap,terminal 1 is connected to the negative terminal and terminal 6 is connected to the positive terminal,incorrect
Terminals 1 and 6 are separated by the gap,terminal 1 is connected to the negative battery terminal and terminal 6 is connected to the positive battery terminal,incorrect
Terminals 1 and 6 are separated by the gap,The terminals are not connected,correct
Terminals 1 and 6 are separated by the gap,Terminal 1 was connected to a positive terminal 6.,incorrect
Terminals 1 and 6 are separated by the gap,Terminal 1 was connected to a positive battery terminal.,incorrect
Terminals 1 and 6 are separated by the gap,terminals 1 and 6 are seperated by a gap,correct
Terminals 1 and 6 are separated by the gap,A terminal is connected to the positive battery terminal.,incorrect
Terminals 1 and 6 are separated by the gap,A terminal is not connected to the negative battery terminal.,incorrect
Terminals 1 and 6 are separated by the gap,A terminal is not connected to the positive battery terminal.,incorrect
Terminals 1 and 6 are separated by the gap,terminal 1 and terminal 6 are seperated by a gap,correct
Terminals 1 and 6 are separated by the gap,a gap separates terminal 1 from terminal 6,correct
Terminals 1 and 6 are separated by the gap,terminal 1 is seperate from terminal 6,correct
Terminals 1 and 6 are separated by the gap,terminal 1 is conected to terminal 6,incorrect
Terminals 1 and 6 are separated by the gap,terminal 1 is connected to negative,incorrect
Terminals 1 and 6 are separated by the gap,because they are separated by a gap,correct
Terminals 1 and 6 are separated by the gap,Terminal 6 is connected to the positive battery terminal.,incorrect
Terminals 1 and 6 are separated by the gap,there is a gap between them - not connected,correct
Terminals 1 and 6 are separated by the gap,terminal 6 is connected to the positive terminal of the battery,incorrect
Terminals 1 and 6 are separated by the gap,Terminal one is not connected to terminal 6,correct
Terminals 1 and 6 are separated by the gap,"there""s a gap",incorrect
Terminals 1 and 6 are separated by the gap,because there is a positive and negative connections,incorrect
Terminals 1 and 6 are separated by the gap,There is a gap between the two terminals,correct
Terminals 1 and 6 are separated by the gap,they are connected to different terminals,incorrect
Terminals 1 and 6 are separated by the gap,it closes the circuit,incorrect
Terminals 1 and 6 are separated by the gap,1s connected to 6,incorrect
Terminals 1 and 6 are separated by the gap,there is a gap seperating terminal 1 from terminal 6,correct
Terminals 1 and 6 are separated by the gap,connected tpo positive sie= circuit complete,incorrect
Terminals 1 and 6 are separated by the gap,Because they are not connected within the same terminal.,correct
Terminals 1 and 6 are separated by the gap,There is a gap between terminal 1 and terminal 6.,correct
Terminals 1 and 6 are separated by the gap,there is a gap between terminals 1 and 6,correct
Terminals 1 and 6 are separated by the gap,"terminal 1 and terminal 6 are not connected, there is a gap",correct
Terminals 1 and 6 are separated by the gap,because there is a gap between terminal 1 and terminal 6.,correct
Terminals 1 and 6 are separated by the gap,Because terminal 1 and 6 are connceted to the battery.,incorrect
Terminals 1 and 6 are separated by the gap,Terminal 1 is connected to terminal 6 which is on the other side of the short circuit,incorrect
Terminals 1 and 6 are separated by the gap,There is a gap between 1 and 6,correct
Terminals 1 and 6 are separated by the gap,Terminal 1 is not connected to terminal 6 because there is a gap.,correct
Terminals 1 and 6 are separated by the gap,they are separated by a gap.,correct
Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because if there is a difference in electrial states then there is a gap. That will located the burned out bulb,correct
Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"if there is a difference in electrial states there won""t be a complete connection",incorrect
Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the voltage will change when you move from a terminal that is connected to the battery and one that is not,incorrect
Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,i do not know,incorrect
Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,electrical states will determine whether there is a gap or connection in the circuit,incorrect
